-271.67201,20000,0,partial_nodirect 0.5,True,0.6,0.8,0.65,0.45,0.4,1,100,0.6,4,0.8,0.4,4,9,20,3,2,0.5,10
-259.12208,20000,1,full,True,0.4,0.7,0.75,0.45,0.6,2,100,0.5,4,0.9,0.4,2,9,15,4,2,0.2,15
-253.93193,20000,2,partial_nodirect 0.5,True,0.6,0.8,0.7,0.45,0.7,4,50,0.3,2,0.9,0.5,1,15,15,2,1,0.33,12
-269.74195000000003,20000,3,partial_nodirect 0.5,True,0.4,0.7,0.75,0.45,0.4,2,100,0.5,2,0.8,0.4,4,9,25,4,2,0.5,9
-254.15198,20000,4,partial_nodirect 0.5,True,0.5,0.8,0.75,0.35,0.4,1,50,0.5,2,0.9,0.3,1,12,20,4,1,0.2,12
-246.56203,20001,0,partial_nodirect 0.5,True,0.6,0.8,0.65,0.45,0.7,2,100,0.5,4,0.8,0.6,2,15,25,3,2,0.5,15
-252.01196,20001,1,partial_nodirect 0.5,False,0.5,0.8,0.7,0.45,0.6,4,50,0.4,2,0.8,0.6,1,10,25,2,2,0.2,12
-258.86204000000004,20001,2,full,False,0.6,0.8,0.75,0.4,0.3,2,100,0.4,4,0.8,0.3,2,15,20,4,1,0.33,15
-262.63212,20001,3,partial_nodirect 0.5,True,0.5,0.7,0.65,0.4,0.7,4,50,0.6,4,0.7,0.6,2,9,20,3,1,0.5,12
-257.53205999999994,20001,4,full,True,0.4,0.7,0.7,0.45,0.3,4,50,0.6,2,0.8,0.6,4,15,15,2,2,0.2,15
-260.88199,20001,5,full,True,0.4,0.8,0.65,0.35,0.3,1,100,0.4,4,0.7,0.3,1,15,20,3,2,0.33,9
-262.43201,20001,6,partial_nodirect 0.5,True,0.6,0.7,0.7,0.35,0.5,2,100,0.4,4,0.8,0.3,1,10,20,2,1,0.33,15
-277.09195,20001,7,partial_nodirect 0.5,False,0.6,0.7,0.65,0.35,0.4,1,50,0.5,4,0.8,0.3,2,12,25,4,2,0.2,10
-255.23187,20001,8,partial_nodirect 0.5,False,0.5,0.8,0.75,0.35,0.4,4,100,0.6,4,0.8,0.6,2,9,20,4,1,0.5,10
-246.55194,20001,10,partial_nodirect 0.5,True,0.6,0.8,0.7,0.4,0.5,4,100,0.6,2,0.7,0.5,1,12,15,3,1,0.33,9
-257.08203,20001,13,partial_nodirect 0.5,False,0.6,0.7,0.7,0.4,0.7,2,100,0.3,2,0.9,0.4,4,12,20,2,2,0.5,10
-250.15207,20001,14,partial_nodirect 0.5,False,0.5,0.7,0.65,0.45,0.7,2,100,0.3,2,0.9,0.3,2,9,25,4,2,0.2,10
-258.90196,20001,15,full,False,0.6,0.8,0.75,0.4,0.7,1,100,0.5,2,0.7,0.6,2,9,15,4,1,0.5,10
-257.55194,20001,16,full,False,0.4,0.8,0.65,0.45,0.6,2,50,0.6,2,0.8,0.5,4,15,25,3,1,0.2,15
-263.47198000000003,20001,17,partial_nodirect 0.5,False,0.4,0.8,0.7,0.35,0.7,2,100,0.5,4,0.8,0.5,2,12,25,2,2,0.5,10
