-326.48213000000004,10050,0,2,1.25,636,All
-270.46196999999995,10050,0,2,1.25,1300,All
-262.17195000000004,10050,0,2,1.25,1937,All
-262.17195000000004,10050,0,2,1.25,2552,All
-262.17195000000004,10050,0,2,1.25,3145,All
-259.13212,10050,0,2,1.25,3782,All
-259.13212,10050,0,2,1.25,4403,All
-259.13212,10050,0,2,1.25,5030,All
-259.13212,10050,0,2,1.25,5614,All
-259.13212,10050,0,2,1.25,6208,All
-259.13212,10050,0,2,1.25,6808,All
-259.13212,10050,0,2,1.25,7393,All
-259.13212,10050,0,2,1.25,7971,All
-259.13212,10050,0,2,1.25,8559,All
-259.13212,10050,0,2,1.25,9149,All
-268.85211000000004,10050,1,2,1.25,695,All
-268.85211000000004,10050,1,2,1.25,1384,All
-255.67218,10050,1,2,1.25,2057,All
-255.67218,10050,1,2,1.25,2674,All
-255.67218,10050,1,2,1.25,3254,All
-255.67218,10050,1,2,1.25,3806,All
-255.67218,10050,1,2,1.25,4350,All
-255.67218,10050,1,2,1.25,4915,All
-255.67218,10050,1,2,1.25,5500,All
-255.67218,10050,1,2,1.25,6104,All
-255.67218,10050,1,2,1.25,6687,All
-255.67218,10050,1,2,1.25,7251,All
-255.67218,10050,1,2,1.25,7840,All
-255.67218,10050,1,2,1.25,8416,All
-253.94203,10050,1,2,1.25,8999,All
-702.78193,10051,0,1.8,1.15,462,All
-287.54201,10051,0,1.8,1.15,1047,All
-263.46198999999996,10051,0,1.8,1.15,1665,All
-263.46198999999996,10051,0,1.8,1.15,2282,All
-263.46198999999996,10051,0,1.8,1.15,2893,All
-263.46198999999996,10051,0,1.8,1.15,3505,All
-263.46198999999996,10051,0,1.8,1.15,4118,All
-257.21188,10051,0,1.8,1.15,4729,All
-257.21188,10051,0,1.8,1.15,5335,All
-257.21188,10051,0,1.8,1.15,5935,All
-257.21188,10051,0,1.8,1.15,6531,All
-257.21188,10051,0,1.8,1.15,7121,All
-257.21188,10051,0,1.8,1.15,7723,All
-257.21188,10051,0,1.8,1.15,8313,All
-257.21188,10051,0,1.8,1.15,8896,All
-301.72193000000004,10051,1,1.8,1.15,560,All
-301.72193000000004,10051,1,1.8,1.15,1223,All
-301.72193000000004,10051,1,1.8,1.15,1885,All
-301.72193000000004,10051,1,1.8,1.15,2542,All
-301.72193000000004,10051,1,1.8,1.15,3171,All
-301.72193000000004,10051,1,1.8,1.15,3782,All
-301.72193000000004,10051,1,1.8,1.15,4392,All
-289.32194,10051,1,1.8,1.15,4994,All
-289.32194,10051,1,1.8,1.15,5594,All
-289.32194,10051,1,1.8,1.15,6156,All
-289.32194,10051,1,1.8,1.15,6711,All
-289.32194,10051,1,1.8,1.15,7303,All
-289.32194,10051,1,1.8,1.15,7879,All
-260.86187,10051,1,1.8,1.15,8417,All
-260.86187,10051,1,1.8,1.15,9001,All
-714.55183,10052,0,1.5,1.2,409,All
-313.84202,10052,0,1.5,1.2,895,All
-269.00194,10052,0,1.5,1.2,1408,All
-269.00194,10052,0,1.5,1.2,1900,All
-269.00194,10052,0,1.5,1.2,2387,All
-269.00194,10052,0,1.5,1.2,2857,All
-269.00194,10052,0,1.5,1.2,3354,All
