-269.00194,10052,0,1.5,1.2,3883,All
-269.00194,10052,0,1.5,1.2,4406,All
-269.00194,10052,0,1.5,1.2,4924,All
-269.00194,10052,0,1.5,1.2,5442,All
-269.00194,10052,0,1.5,1.2,5938,All
-269.00194,10052,0,1.5,1.2,6464,All
-269.00194,10052,0,1.5,1.2,6987,All
-269.00194,10052,0,1.5,1.2,7497,All
-718.98195,10052,1,1.5,1.2,412,All
-460.46195,10052,1,1.5,1.2,955,All
-460.46195,10052,1,1.5,1.2,1518,All
-365.92208,10052,1,1.5,1.2,2075,All
-365.92208,10052,1,1.5,1.2,2632,All
-365.92208,10052,1,1.5,1.2,3232,All
-365.92208,10052,1,1.5,1.2,3813,All
-353.24208,10052,1,1.5,1.2,4373,All
-318.36204000000004,10052,1,1.5,1.2,4935,All
-318.36204000000004,10052,1,1.5,1.2,5495,All
-264.05203,10052,1,1.5,1.2,6046,All
-264.05203,10052,1,1.5,1.2,6586,All
-264.05203,10052,1,1.5,1.2,7116,All
-264.05203,10052,1,1.5,1.2,7630,All
-264.05203,10052,1,1.5,1.2,8131,All
-701.6218700000001,10053,0,2,1.15,518,All
-269.63192,10053,0,2,1.15,1056,All
-269.63192,10053,0,2,1.15,1696,All
-269.63192,10053,0,2,1.15,2345,All
-269.63192,10053,0,2,1.15,2999,All
-269.63192,10053,0,2,1.15,3649,All
-269.63192,10053,0,2,1.15,4284,All
-269.63192,10053,0,2,1.15,4915,All
-269.63192,10053,0,2,1.15,5544,All
-269.63192,10053,0,2,1.15,6179,All
-267.08185,10053,0,2,1.15,6810,All
-267.08185,10053,0,2,1.15,7422,All
-267.08185,10053,0,2,1.15,8030,All
-267.08185,10053,0,2,1.15,8598,All
-267.08185,10053,0,2,1.15,9206,All
-302.99198,10053,1,2,1.15,619,All
-302.99198,10053,1,2,1.15,1329,All
-302.99198,10053,1,2,1.15,2116,All
-298.02195,10053,1,2,1.15,2832,All
-298.02195,10053,1,2,1.15,3480,All
-284.242,10053,1,2,1.15,4117,All
-284.242,10053,1,2,1.15,4757,All
-284.242,10053,1,2,1.15,5403,All
-284.242,10053,1,2,1.15,6047,All
-284.242,10053,1,2,1.15,6685,All
-284.242,10053,1,2,1.15,7326,All
-284.242,10053,1,2,1.15,7968,All
-284.242,10053,1,2,1.15,8609,All
-284.242,10053,1,2,1.15,9223,All
-284.242,10053,1,2,1.15,9809,All
-497.67199,10054,0,1.8,1.2,563,All
-260.96189,10054,0,1.8,1.2,1196,All
-260.96189,10054,0,1.8,1.2,1816,All
-260.96189,10054,0,1.8,1.2,2408,All
-260.96189,10054,0,1.8,1.2,2998,All
-260.96189,10054,0,1.8,1.2,3591,All
-260.96189,10054,0,1.8,1.2,4173,All
-260.96189,10054,0,1.8,1.2,4743,All
-260.96189,10054,0,1.8,1.2,5339,All
-260.96189,10054,0,1.8,1.2,5935,All
-260.96189,10054,0,1.8,1.2,6529,All
-260.96189,10054,0,1.8,1.2,7110,All
-260.96189,10054,0,1.8,1.2,7701,All
-260.96189,10054,0,1.8,1.2,8290,All
-260.96189,10054,0,1.8,1.2,8867,All
-319.61203,10054,1,1.8,1.2,525,All
-268.85195000000004,10054,1,1.8,1.2,1128,All
-268.85195000000004,10054,1,1.8,1.2,1708,All
-268.85195000000004,10054,1,1.8,1.2,2257,All
-268.85195000000004,10054,1,1.8,1.2,2845,All
-268.85195000000004,10054,1,1.8,1.2,3434,All
-268.85195000000004,10054,1,1.8,1.2,3985,All
-268.85195000000004,10054,1,1.8,1.2,4535,All
-268.85195000000004,10054,1,1.8,1.2,5106,All
-268.85195000000004,10054,1,1.8,1.2,5655,All
-268.85195000000004,10054,1,1.8,1.2,6206,All
-268.85195000000004,10054,1,1.8,1.2,6756,All
-268.85195000000004,10054,1,1.8,1.2,7296,All
-268.85195000000004,10054,1,1.8,1.2,7828,All
-268.85195000000004,10054,1,1.8,1.2,8358,All
-502.02214999999995,10055,0,1.5,1.25,445,All
-283.92205,10055,0,1.5,1.25,1000,All
-283.92205,10055,0,1.5,1.25,1530,All
-283.92205,10055,0,1.5,1.25,2019,All
-283.92205,10055,0,1.5,1.25,2512,All
-283.92205,10055,0,1.5,1.25,3017,All
-283.92205,10055,0,1.5,1.25,3552,All
-283.92205,10055,0,1.5,1.25,4065,All
-283.92205,10055,0,1.5,1.25,4601,All
-271.07203,10055,0,1.5,1.25,5118,All
-271.07203,10055,0,1.5,1.25,5600,All
-271.07203,10055,0,1.5,1.25,6074,All
-271.07203,10055,0,1.5,1.25,6550,All
-271.07203,10055,0,1.5,1.25,7018,All
-271.07203,10055,0,1.5,1.25,7495,All
-284.78182999999996,10055,1,1.5,1.25,477,All
-284.78182999999996,10055,1,1.5,1.25,1031,All
-269.96198999999996,10055,1,1.5,1.25,1547,All
-269.96198999999996,10055,1,1.5,1.25,2046,All
-269.96198999999996,10055,1,1.5,1.25,2535,All
-269.96198999999996,10055,1,1.5,1.25,3035,All
-269.96198999999996,10055,1,1.5,1.25,3534,All
-269.96198999999996,10055,1,1.5,1.25,4040,All
-269.96198999999996,10055,1,1.5,1.25,4553,All
-269.96198999999996,10055,1,1.5,1.25,5030,All
-268.32198999999997,10055,1,1.5,1.25,5547,All
-268.32198999999997,10055,1,1.5,1.25,6074,All
-268.32198999999997,10055,1,1.5,1.25,6572,All
-268.32198999999997,10055,1,1.5,1.25,7082,All
-265.81194,10055,1,1.5,1.25,7559,All
-710.74184,10056,0,2,1.2,506,All
-290.44209,10056,0,2,1.2,1159,All
-278.73204000000004,10056,0,2,1.2,1830,All
-278.73204000000004,10056,0,2,1.2,2492,All
-265.55204000000003,10056,0,2,1.2,3165,All
-265.55204000000003,10056,0,2,1.2,3851,All
-255.472,10056,0,2,1.2,4483,All
-253.44208,10056,0,2,1.2,5116,All
-253.44208,10056,0,2,1.2,5731,All
-253.44208,10056,0,2,1.2,6332,All
-253.44208,10056,0,2,1.2,6962,All
-293.23207,10056,1,2,1.2,650,All
-285.09205999999995,10056,1,2,1.2,1321,All
-285.09205999999995,10056,1,2,1.2,1998,All
-264.91199,10056,1,2,1.2,2717,All
-264.91199,10056,1,2,1.2,3428,All
-264.91199,10056,1,2,1.2,4116,All
-264.91199,10056,1,2,1.2,4801,All
-264.91199,10056,1,2,1.2,5489,All
-264.91199,10056,1,2,1.2,6160,All
-264.91199,10056,1,2,1.2,6854,All
-264.91199,10056,1,2,1.2,7546,All
-264.54199,10056,1,2,1.2,8178,All
-264.54199,10056,1,2,1.2,8813,All
-264.54199,10056,1,2,1.2,9429,All
-264.54199,10056,1,2,1.2,10058,All
-373.88214999999997,10057,0,1.8,1.25,625,All
-278.95205,10057,0,1.8,1.25,1253,All
-306.85218000000003,10057,1,1.8,1.25,596,All
-291.06204,10057,1,1.8,1.25,1246,All
-291.06204,10057,1,1.8,1.25,1884,All
-288.01196999999996,10057,1,1.8,1.25,2504,All
-276.51204,10057,1,1.8,1.25,3132,All
-276.51204,10057,1,1.8,1.25,3755,All
-276.51204,10057,1,1.8,1.25,4377,All
-273.27212,10057,1,1.8,1.25,4992,All
-271.29198,10057,1,1.8,1.25,5612,All
-271.29198,10057,1,1.8,1.25,6219,All
-270.68197,10057,1,1.8,1.25,6816,All
-270.68197,10057,1,1.8,1.25,7391,All
-270.68197,10057,1,1.8,1.25,7965,All
-270.68197,10057,1,1.8,1.25,8538,All
-270.68197,10057,1,1.8,1.25,9116,All
-509.95193,10058,0,1.5,1.15,439,All
-509.95193,10058,0,1.5,1.15,1023,All
-274.81188000000003,10058,0,1.5,1.15,1564,All
-274.81188000000003,10058,0,1.5,1.15,2091,All
-745.16189,10058,1,1.5,1.15,412,All
-294.37203,10059,0,2,1.2,593,All
-279.88205,10059,0,2,1.2,1288,All
-260.90198999999996,10059,0,2,1.2,1954,All
-260.90198999999996,10059,0,2,1.2,2584,All
-307.45214999999996,10060,0,1.8,1.25,628,All
-257.54205,10060,0,1.8,1.25,1250,All
-257.54205,10060,0,1.8,1.25,1862,All
-257.54205,10060,0,1.8,1.25,2479,All
-233.66186,10060,0,1.8,1.25,3067,All
-233.66186,10060,0,1.8,1.25,3628,All
-233.66186,10060,0,1.8,1.25,4182,All
-233.66186,10060,0,1.8,1.25,4708,All
-233.66186,10060,0,1.8,1.25,5236,All
-233.66186,10060,0,1.8,1.25,5818,All
-233.66186,10060,0,1.8,1.25,6365,All
-233.66186,10060,0,1.8,1.25,6924,All
-233.66186,10060,0,1.8,1.25,7496,All
-233.66186,10060,0,1.8,1.25,8045,All
-233.66186,10060,0,1.8,1.25,8560,All
-767.8719,10061,0,1.5,1.15,414,All
-259.05192,10061,0,1.5,1.15,924,All
-259.05192,10061,0,1.5,1.15,1475,All
-259.05192,10061,0,1.5,1.15,2012,All
-259.05192,10061,0,1.5,1.15,2557,All
-259.05192,10061,0,1.5,1.15,3090,All
-259.05192,10061,0,1.5,1.15,3622,All
-259.05192,10061,0,1.5,1.15,4161,All
-259.05192,10061,0,1.5,1.15,4681,All
-259.05192,10061,0,1.5,1.15,5195,All
-259.05192,10061,0,1.5,1.15,5706,All
-259.05192,10061,0,1.5,1.15,6202,All
-259.05192,10061,0,1.5,1.15,6692,All
-259.05192,10061,0,1.5,1.15,7184,All
-259.05192,10061,0,1.5,1.15,7680,All
-706.07192,10062,0,1.5,1.15,416,All
-706.07192,10062,0,1.5,1.15,826,All
-706.07192,10062,0,1.5,1.15,1233,All
-706.07192,10062,0,1.5,1.15,1644,All
-555.03197,10062,0,1.5,1.15,2116,All
-555.03197,10062,0,1.5,1.15,2676,All
-555.03197,10062,0,1.5,1.15,3207,All
-555.03197,10062,0,1.5,1.15,3752,All
-555.03197,10062,0,1.5,1.15,4315,All
-555.03197,10062,0,1.5,1.15,4875,All
-440.67199999999997,10062,0,1.5,1.15,5408,All
-440.67199999999997,10062,0,1.5,1.15,5917,All
-440.67199999999997,10062,0,1.5,1.15,6423,All
-440.67199999999997,10062,0,1.5,1.15,6947,All
-440.67199999999997,10062,0,1.5,1.15,7480,All
