-315.92209,10067,0,1.8,1.25,521,All
-281.98205,10067,0,1.8,1.25,1147,All
-275.72197,10067,0,1.8,1.25,1723,All
-270.48198,10067,0,1.8,1.25,2266,All
-270.48198,10067,0,1.8,1.25,2828,All
-270.48198,10067,0,1.8,1.25,3391,All
-270.48198,10067,0,1.8,1.25,3960,All
-270.48198,10067,0,1.8,1.25,4560,All
-270.48198,10067,0,1.8,1.25,5128,All
-270.48198,10067,0,1.8,1.25,5678,All
-270.48198,10067,0,1.8,1.25,6220,All
-270.48198,10067,0,1.8,1.25,6745,All
-270.48198,10067,0,1.8,1.25,7273,All
-270.48198,10067,0,1.8,1.25,7821,All
-270.48198,10067,0,1.8,1.25,8357,All
-708.07188,10069,0,2,1.15,513,All
-292.09188,10069,0,2,1.15,1074,All
-286.63191,10069,0,2,1.15,1725,All
-286.63191,10069,0,2,1.15,2379,All
-286.63191,10069,0,2,1.15,3077,All
-271.56196,10069,0,2,1.15,3788,All
-267.17199,10069,0,2,1.15,4459,All
-267.17199,10069,0,2,1.15,5107,All
-264.86189,10069,0,2,1.15,5753,All
-264.86189,10069,0,2,1.15,6392,All
-264.86189,10069,0,2,1.15,7024,All
-264.86189,10069,0,2,1.15,7672,All
-264.86189,10069,0,2,1.15,8309,All
-264.86189,10069,0,2,1.15,8930,All
-252.57189,10069,0,2,1.15,9561,All
